name,role,base_ovr,batting_ovr,bowling_ovr,is_overseas,age,batting_hand,bowling_hand,batting_archetype,bowling_phase,bowling_type,strengths,weaknesses,natural_slot
Craig Ervine,Batsman,79,80,10,False,38,Left,Right,Anchor,Part-time,None,"Technique,Leadership",Short-pitch pace,3
Thisara Perera,All-Rounder,79,75,78,False,34,Right,Right,Lower-order Hitter,Death,Right-arm Fast,"Power hitting,Death bowling",Consistency,7
Gudakesh Motie,Bowler (Spin),79,18,82,False,29,Left,Left,Defensive Tailender,Middle Overs,Left-arm Orthodox,"Economy,Death bowling",Batting,10
Andre Fletcher,Batsman,79,81,10,False,35,Right,Right,Aggressive Opener,Part-time,None,"Power hitting,West Indian flair",Consistency,1
Taijul Islam,Bowler (Spin),79,18,82,False,33,Left,Left,Defensive Tailender,Middle Overs,Left-arm Orthodox,"Home spin,Economy",Away conditions,10
Dinesh Chandimal,Wicketkeeper,79,81,10,False,34,Right,None,Anchor,Part-time,None,"Grit,Glove work",Power hitting,5
Sachith Pathirana,Bowler (Fast),79,14,82,False,23,Right,Right,Defensive Tailender,Death,Right-arm Fast,"Express pace,Youth",Batting,11
Tymal Mills,Bowler (Fast),79,12,82,False,31,Left,Left,Defensive Tailender,Death,Left-arm Fast,"Express pace,Yorkers",Economy,11
Ambati Rayudu,Batsman,79,80,10,False,38,Right,Right,Anchor,Part-time,Right-arm Medium,"Middle-order stability,Technique",Short-pitch pace,4
Deepak Chahar,Bowler (Fast),79,30,82,False,31,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast-medium,"Powerplay swing,Economy",Death bowling,10
Ryan Sidebottom,Bowler (Fast),79,14,82,False,45,Left,Left,Defensive Tailender,Powerplay,Left-arm Fast-medium,"Swing,Left-arm angle",Batting,11
Fidel Edwards,Bowler (Fast),79,12,82,False,41,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast,"Express pace,Bounce",Economy,11
Najibullah Zadran T20,Batsman,79,81,10,False,30,Left,None,Lower-order Hitter,Part-time,None,"Six hitting,Finisher",Consistency,6
Jerome Taylor,Bowler (Fast),79,14,82,False,40,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast,"Pace,New-ball",Batting,11
Wahab Riaz T20,Bowler (Fast),79,18,82,False,38,Left,Left,Defensive Tailender,Death,Left-arm Fast,"Express pace,Death bowling",Economy,11
Usman Khawaja T20,Batsman,79,81,10,False,37,Left,None,Anchor,Part-time,None,"Technique,Concentration",T20 strike rate,1
Towhid Hridoy,Batsman,78,80,10,False,23,Right,None,Middle-order Rotator,Part-time,None,"Middle-order depth,Youth",Experience,4
Azmatullah Omarzai,All-Rounder,78,74,76,False,24,Right,Right,Lower-order Hitter,Middle Overs,Right-arm Fast-medium,"Utility,Youth",Experience,7
Najibullah Zadran,Batsman,78,80,10,False,30,Left,None,Lower-order Hitter,Part-time,None,"Six hitting,Finisher",Consistency,6
Dasun Shanaka,All-Rounder,78,74,74,False,33,Right,Right,Lower-order Hitter,Death,Right-arm Medium,"Veteran experience,Finisher",Consistency,6
Rehan Ahmed,Bowler (Spin),78,24,82,False,19,Right,Right,Defensive Tailender,Middle Overs,Leg-spin,"Youth,Variations",Experience,10
Asitha Fernando,Bowler (Fast),78,14,81,False,25,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast-medium,"New-ball,Swing",Batting,11
Lahiru Kumara,Bowler (Fast),78,14,81,False,25,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast,"Express pace,Bounce",Fitness,10
Dilruwan Perera,Bowler (Spin),78,22,81,False,37,Right,Right,Defensive Tailender,Middle Overs,Right-arm Offbreak,"Economy,Home spin",Away surfaces,10
Justin Kemp,All-Rounder,78,76,74,False,47,Right,Right,Lower-order Hitter,Middle Overs,Right-arm Medium,"South Africa utility,Experience",International class,7
Sulieman Benn,Bowler (Spin),78,14,81,False,44,Left,Left,Defensive Tailender,Middle Overs,Left-arm Orthodox,"Height,Economy",Batting,11
Umar Akmal,Wicketkeeper,78,80,10,False,33,Right,None,Lower-order Hitter,Part-time,None,"Explosive batting,Potential",Discipline,4
Luke Wright,Batsman,78,79,10,False,39,Right,Right,Aggressive Opener,Part-time,None,"Power hitting,Opener",Quality spin,1
Ben McDermott,Wicketkeeper,78,80,10,False,27,Right,None,Aggressive Opener,Part-time,None,"Power hitting,Youth",Consistency,2
Dan Christian,All-Rounder,78,74,76,False,40,Right,Right,Lower-order Hitter,Death,Right-arm Fast-medium,"Death batting,Death bowling",Consistency,7
Dilhara Fernando,Bowler (Fast),78,12,81,False,45,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast,"Express pace,Bounce",Batting,11
Naveen-ul-Haq,Bowler (Fast),77,18,80,False,25,Right,Right,Defensive Tailender,Death,Right-arm Fast,"Death bowling,Yorkers",Economy,10
Nkrumah Bonner,Batsman,77,79,10,False,35,Right,Right,Anchor,Part-time,None,"Grit,Patience",Power hitting,4
Elton Chigumbura,All-Rounder,77,74,74,False,37,Right,Right,Lower-order Hitter,Death,Right-arm Medium,"Experience,Utility",International class,7
Graeme Cremer,Bowler (Spin),77,18,80,False,35,Right,Right,Defensive Tailender,Middle Overs,Leg-spin,"Home conditions,Economy",Away surfaces,10
Tendai Chatara,Bowler (Fast),77,14,80,False,34,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast,"Pace,Seam movement",Batting,11
Andrew Balbirnie,Batsman,77,79,10,False,32,Right,Right,Anchor,Part-time,None,"Ireland captain,Technique",Express pace,3
Nuwan Pradeep,Bowler (Fast),77,14,80,False,37,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast,"Swing,Experience",Age management,11
Suranga Lakmal,Bowler (Fast),77,14,80,False,36,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast-medium,"Swing,Experience",Pace,10
Manish Pandey,Batsman,77,78,10,False,34,Right,None,Anchor,Part-time,None,"Technique,Fielding",Big-stage performance,4
Asad Shafiq,Batsman,77,79,10,False,37,Right,Right,Anchor,Part-time,None,"Technique,Middle-order",Power hitting,4
Hazratullah Zazai T20,Batsman,77,79,10,False,27,Left,Right,Aggressive Opener,Part-time,None,"Power hitting,Youth",Spin outside off,1
Tino Best,Bowler (Fast),77,14,80,False,43,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast,"Express pace,Bounce",Economy,11
Ravi Rampaul,Bowler (Fast),77,18,80,False,40,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast-medium,"Swing,Economy",Express pace,10
Andy Bichel,All-Rounder,77,66,76,False,52,Right,Right,Lower-order Hitter,Powerplay,Right-arm Fast-medium,"Batting at 9,Seam bowling",Pace,9
George Linde,All-Rounder,76,72,75,False,32,Left,Left,Lower-order Hitter,Middle Overs,Left-arm Orthodox,"Economy,Left-arm spin",International class,9
Afif Hossain,All-Rounder,76,74,70,False,25,Left,Left,Lower-order Hitter,Death,Left-arm Orthodox,"Finisher,Left-arm spin",Express pace,6
Rishad Hossain,Bowler (Spin),76,20,80,False,20,Right,Right,Defensive Tailender,Middle Overs,Leg-spin,"Youth,Googly",Experience,10
Gulbadin Naib,All-Rounder,76,72,74,False,31,Right,Right,Lower-order Hitter,Death,Right-arm Fast-medium,"Experience,Utility",International class,7
Pieter Seelaar,All-Rounder,76,68,76,False,37,Left,Left,Lower-order Hitter,Middle Overs,Left-arm Orthodox,"Netherlands captain,Economy",Express pace,8
Scott Edwards,Wicketkeeper,76,78,10,False,27,Right,None,Anchor,Part-time,None,"Leadership,Grit",Power hitting,5
Max O'Dowd,Batsman,76,77,10,False,31,Right,Right,Anchor,Part-time,None,"Technique,Consistency",Express pace,1
Roelof van der Merwe,All-Rounder,76,72,76,False,39,Left,Left,Lower-order Hitter,Middle Overs,Left-arm Orthodox,"Economy,Veteran",Age management,8
David Wiese,All-Rounder,76,74,74,False,38,Right,Right,Lower-order Hitter,Death,Right-arm Fast-medium,"Experience,All-round",Age management,6
Angelo Perera,Batsman,76,78,10,False,29,Right,Right,Middle-order Rotator,Part-time,None,"Technique,Youth",Power hitting,5
Ahmed Shahzad,Batsman,76,78,10,False,32,Right,Right,Aggressive Opener,Part-time,Right-arm Medium,"Power hitting,Opener",Consistency,1
Fabian Allen,All-Rounder,76,70,76,False,27,Left,Left,Lower-order Hitter,Middle Overs,Left-arm Orthodox,"Economy,Youth",Batting,8
Sachithra Senanayake,Bowler (Spin),76,14,79,False,37,Right,Right,Defensive Tailender,Middle Overs,Right-arm Offbreak,"Economy,Doosra",Away surfaces,10
Alastair Cook T20,Batsman,76,77,10,False,39,Left,None,Anchor,Part-time,None,"Technique,Patience",T20 strike rate,1
Harry Tector,Batsman,75,77,10,False,23,Right,Right,Anchor,Part-time,None,"Technique,Youth",Express pace,3
Devon Thomas,Wicketkeeper,75,76,10,False,37,Right,None,Lower-order Hitter,Part-time,None,"West Indian power,Utility",Consistency,6
Stuart Law,Batsman,75,76,10,False,55,Right,Right,Anchor,Part-time,None,"Technique,Experience",Short-pitch pace,4
Vikramjit Singh,Batsman,74,76,10,False,21,Left,Right,Aggressive Opener,Part-time,None,"Youth,Left-hand",Consistency,1
Bas de Leede,All-Rounder,74,72,72,False,24,Right,Right,Lower-order Hitter,Middle Overs,Right-arm Fast-medium,"All-round,Youth",Experience,6
Gerhard Erasmus,Batsman,74,76,10,False,32,Right,Right,Anchor,Part-time,None,"Namibia captain,Consistency",Express pace,3
Ruben Trumpelmann,Bowler (Fast),74,14,77,False,27,Left,Left,Defensive Tailender,Powerplay,Left-arm Fast,"Left-arm angle,Swing",Batting,11
Simi Singh,All-Rounder,74,68,74,False,34,Right,Right,Lower-order Hitter,Middle Overs,Right-arm Offbreak,"Economy,Utility",Express pace,9
George Dockrell,All-Rounder,74,68,74,False,31,Left,Left,Lower-order Hitter,Middle Overs,Left-arm Orthodox,"Economy,Consistency",Pace,9
Tim Paine,Wicketkeeper,74,75,10,False,39,Right,None,Anchor,Part-time,None,"Glove work,Experience",Power hitting,7
Rashidul Hasan,Bowler (Spin),73,14,76,False,24,Right,Right,Defensive Tailender,Middle Overs,Right-arm Offbreak,"Economy,Youth",Experience,10
Gary Wilson,Wicketkeeper,73,74,10,False,38,Right,None,Anchor,Part-time,None,"Veteran,Glove work",Power hitting,5
Andre Botha,All-Rounder,73,70,72,False,44,Right,Right,Lower-order Hitter,Middle Overs,Right-arm Offbreak,"Namibia utility,Experience",International class,7
Michael Klinger,Batsman,73,74,10,False,46,Right,Right,Anchor,Part-time,None,"Technique,Consistent",Power hitting,1
Nour El Islam Guessoum,Bowler (Fast),72,12,75,False,24,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast,"Youth,Raw pace",Experience,11
Oman Bilal Khan,Bowler (Fast),72,14,75,False,28,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast,"Experience,Economy",International class,10
Jan Nicol Loftie-Eaton,Batsman,72,74,10,False,24,Right,Right,Aggressive Opener,Part-time,None,"Power hitting,Youth",Experience,1
Stephan Baard,Batsman,72,74,10,False,29,Right,Right,Anchor,Part-time,None,"Technique,Grit",Power hitting,3
Mohamed Ayyub,Batsman,72,74,10,False,24,Right,Right,Aggressive Opener,Part-time,None,"Youth,Power hitting",Experience,1
Jatinder Singh,Batsman,72,74,10,False,25,Right,Right,Aggressive Opener,Part-time,None,"Youth,Power",Experience,1
Obaid Shah,Bowler (Fast),72,14,75,False,28,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast,"Experience,Economy",International class,10
Aryan Dutt,Bowler (Spin),71,14,74,False,22,Right,Right,Defensive Tailender,Middle Overs,Right-arm Offbreak,"Youth,Economy",Experience,10
Mick Lewis,Bowler (Fast),71,12,74,False,47,Right,Right,Defensive Tailender,Middle Overs,Right-arm Medium,Economy,Pace,10
Campbell Cowan,Bowler (Spin),70,14,73,False,24,Right,Right,Defensive Tailender,Middle Overs,Right-arm Offbreak,"Youth,Economy",Experience,10
Milind Kumar,Batsman,70,72,10,False,38,Right,Right,Anchor,Part-time,None,"Experience,Technique",Power hitting,3
