name,role,base_ovr,batting_ovr,bowling_ovr,is_overseas,age,batting_hand,bowling_hand,batting_archetype,bowling_phase,bowling_type,strengths,weaknesses,natural_slot
Vyjaykumar Vyshek,Bowler (Fast),77,18,77,False,29,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Spin bowling, Power hitting","Swing, Short pitch balls",10
Jhyi Rychardson,Bowler (Fast),77,18,77,True,28,Right,Right,Defensive Tailender,Death Overs,Right-arm Fast,"Technique, Power hitting","Swing, High pace",11
Meyank Merkande,Bowler (Spin),77,16,77,False,28,Right,Right,Defensive Tailender,Middle Overs,Leg-spin,"Aggressive batting, Power hitting","Running between wickets, Spin leg-break",11
Veibhav Arura,Bowler (Fast),77,13,77,False,28,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Spin bowling, Aggressive batting","Concentration, Short pitch balls",11
Yesh Thekur,Bowler (Fast),77,12,77,False,27,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Spin bowling, Fast bowling","High pace, Spin leg-break",11
Kwina Mephaka,Bowler (Fast),77,11,77,True,20,Left,Left,Defensive Tailender,Flexible,Left-arm Fast,"Fielding, Fast bowling","Spin off-break, Swing",11
Desun Shenaka,All-Rounder,76,76,58,True,34,Right,Right,Finisher,Part-time,Right-arm Medium,"Technique, Fielding","Spin off-break, Swing",6
Den Lewrence,All-Rounder,76,76,55,True,28,Right,Right,Middle-over Rotator,Part-time,Right-arm Offbreak,"Power hitting, Fast bowling","Concentration, Swing",4
Serfaraz Khen,Batsman,76,76,10,False,28,Right,Right,Middle-over Rotator,Part-time,None,"Fast bowling, Aggressive batting","Spin off-break, Running between wickets",4
Jurdan Cux,Batsman,76,76,10,True,25,Right,None,Middle-over Rotator,Part-time,None,"Technique, Fielding","High pace, Spin off-break",4
Tenush Kutian,All-Rounder,76,72,76,False,27,Right,Right,Middle-over Rotator,Middle Overs,Right-arm Offbreak,"Spin bowling, Fast bowling","Running between wickets, High pace",7
Jeydev Unedkat,Bowler (Fast),76,22,76,False,34,Right,Left,Defensive Tailender,New Ball,Left-arm Fast,"Fielding, Power hitting","Running between wickets, High pace",11
Jecob Doffy,Bowler (Fast),76,15,76,True,32,Right,Right,Defensive Tailender,New Ball,Right-arm Fast,"Aggressive batting, Power hitting","Running between wickets, Spin off-break",11
Doshmantha Chemeera,Bowler (Fast),76,14,76,True,34,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Aggressive batting, Fielding","High pace, Swing",11
Ryley Miredith,Bowler (Fast),76,12,76,True,29,Right,Right,Defensive Tailender,Death Overs,Right-arm Fast,"Fast bowling, Fielding","Running between wickets, High pace",11
Rychard Glieson,Bowler (Fast),76,12,76,True,38,Right,Right,Defensive Tailender,New Ball,Right-arm Fast,"Spin bowling, Death bowling","Running between wickets, Swing",11
Koldeep Sin,Bowler (Fast),76,12,76,False,29,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Technique, Death bowling","High pace, Spin leg-break",11
Gorjapneet Syngh,Bowler (Fast),76,12,76,False,27,Left,Left,Defensive Tailender,Flexible,Left-arm Fast,"Aggressive batting, Death bowling","Swing, Spin leg-break",11
Menimaran Syddharth,Bowler (Spin),76,11,76,False,27,Right,Left,Defensive Tailender,Middle Overs,Left-arm Orthodox,"Spin bowling, Fielding","Spin leg-break, Spin off-break",11
Mehipal Lumror,All-Rounder,75,75,58,False,26,Left,Left,Finisher,Part-time,Left-arm Orthodox,"Fielding, Death bowling","Spin leg-break, Spin off-break",6
Dunovan Firreira,Wicketkeeper,75,75,35,True,27,Right,Right,Finisher,Part-time,None,"Power hitting, Spin bowling","Running between wickets, Concentration",6
Urvyl Petel,Wicketkeeper,75,75,10,False,27,Right,None,Aggressive Opener,Part-time,None,"Fielding, Spin bowling","Concentration, Spin leg-break",1
Tijasvi Dehiya,Batsman,75,75,10,False,23,Right,None,Middle-over Rotator,Part-time,None,"Aggressive batting, Spin bowling","Swing, Spin leg-break",4
Srykar Bherat,Wicketkeeper,75,75,10,False,32,Right,None,Anchor,Part-time,None,"Fielding, Death bowling","Spin off-break, Spin leg-break",1
Mokul Chuudhary,Batsman,75,75,10,False,24,Right,None,Middle-over Rotator,Part-time,None,"Aggressive batting, Technique","Spin off-break, Concentration",4
Kerun Neir,Batsman,75,75,10,False,34,Right,Right,Middle-over Rotator,Part-time,None,"Death bowling, Fast bowling","Swing, Running between wickets",3
Diepak Huoda,Batsman,75,74,44,False,31,Right,Right,Middle-over Rotator,Part-time,None,"Spin bowling, Aggressive batting","Swing, Running between wickets",4
Semeer Ryzvi,Batsman,75,74,30,False,22,Right,Right,Finisher,Part-time,None,"Fielding, Death bowling","High pace, Short pitch balls",6
Swepnil Syngh,All-Rounder,75,70,74,False,35,Left,Left,Middle-over Rotator,Middle Overs,Left-arm Orthodox,"Fielding, Death bowling","Spin leg-break, High pace",7
Wyll Sotherland,All-Rounder,75,64,75,True,26,Right,Right,Lower-order Hitter,Flexible,Right-arm Medium,"Fielding, Technique","Spin leg-break, Short pitch balls",7
Nethan Smyth,All-Rounder,75,60,75,True,27,Right,Right,Lower-order Hitter,Flexible,Right-arm Medium,"Power hitting, Fast bowling","Spin leg-break, Running between wickets",8
Bin Dwershuis,Bowler (Fast),75,42,75,True,32,Left,Left,Defensive Tailender,Death Overs,Left-arm Fast,"Power hitting, Fast bowling","Concentration, Running between wickets",11
Mytchell Owin,All-Rounder,75,42,72,True,24,Right,Right,Lower-order Hitter,Flexible,Right-arm Fast,"Death bowling, Aggressive batting","Concentration, Short pitch balls",6
Arshed Khen,All-Rounder,75,42,72,False,28,Left,Left,Lower-order Hitter,Flexible,Left-arm Fast,"Technique, Power hitting","Swing, Short pitch balls",7
Shyvam Mevi,Bowler (Fast),75,32,75,False,27,Right,Right,Defensive Tailender,New Ball,Right-arm Fast,"Fielding, Death bowling","Spin off-break, Swing",11
Menav Sothar,Bowler (Spin),75,30,75,False,23,Left,Left,Defensive Tailender,Middle Overs,Left-arm Orthodox,"Power hitting, Fast bowling","Spin leg-break, Spin off-break",11
Akesh Medhwal,Bowler (Fast),75,14,75,False,32,Right,Right,Defensive Tailender,Death Overs,Right-arm Fast,"Spin bowling, Fielding","High pace, Running between wickets",11
Preful Hynge,Bowler (Fast),75,13,75,False,23,Right,Right,Defensive Tailender,New Ball,Right-arm Fast,"Death bowling, Spin bowling","High pace, Running between wickets",11
Shobham Dobey,Batsman,74,74,10,False,21,Left,None,Finisher,Part-time,None,"Fast bowling, Fielding","Running between wickets, Concentration",5
Selil Arura,Batsman,74,74,10,False,23,Right,None,Middle-over Rotator,Part-time,None,"Aggressive batting, Technique","Concentration, Spin leg-break",4
Menish Pendey,Batsman,74,74,10,False,36,Right,Right,Anchor,Part-time,None,"Fielding, Technique","Spin leg-break, Swing",3
Lhoan-dri Pritorius,Batsman,74,74,10,True,20,Left,None,Aggressive Opener,Part-time,None,"Power hitting, Death bowling","High pace, Concentration",1
Anmulpreet Syngh,Batsman,74,74,10,False,27,Right,None,Middle-over Rotator,Part-time,None,"Technique, Power hitting","Spin leg-break, High pace",4
Anyket Virma,Batsman,74,74,10,False,24,Right,None,Finisher,Part-time,None,"Death bowling, Fast bowling","Running between wickets, Swing",5
Mosheer Khen,All-Rounder,74,73,68,False,21,Right,Left,Middle-over Rotator,Flexible,Left-arm Medium,"Technique, Fast bowling","Short pitch balls, Swing",4
Vyjay Shenkar,All-Rounder,74,72,60,False,34,Right,Right,Lower-order Hitter,Part-time,Right-arm Medium,"Spin bowling, Technique","Running between wickets, Swing",6
Hersh Dobey,All-Rounder,74,70,74,False,23,Left,Left,Middle-over Rotator,Middle Overs,Left-arm Orthodox,"Aggressive batting, Death bowling","Spin leg-break, Concentration",7
Vypraj Nygam,Batsman,74,70,70,False,22,Right,Right,Middle-over Rotator,Middle Overs,Right-arm Offbreak,"Spin bowling, Aggressive batting","Spin off-break, Spin leg-break",7
Zek Fuulkes,All-Rounder,74,58,72,True,24,Right,Right,Lower-order Hitter,Flexible,Right-arm Medium,"Death bowling, Power hitting","Short pitch balls, High pace",8
Jeyant Yedav,Bowler (Spin),74,48,72,False,36,Right,Right,Defensive Tailender,Middle Overs,Right-arm Offbreak,"Death bowling, Aggressive batting","Swing, Spin leg-break",11
Anokul Ruy,Bowler (Spin),74,44,71,False,27,Left,Left,Defensive Tailender,Middle Overs,Left-arm Orthodox,"Fast bowling, Fielding","Spin leg-break, High pace",11
Curbin Busch,Bowler (Fast),74,42,70,True,31,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Fast bowling, Technique","Spin leg-break, High pace",8
Kern Sherma,Bowler (Spin),74,25,74,False,37,Left,Right,Defensive Tailender,Middle Overs,Leg-spin,"Spin bowling, Power hitting","Concentration, High pace",11
Loke Wuod,Bowler (Fast),74,22,74,True,30,Left,Left,Defensive Tailender,Flexible,Left-arm Fast,"Aggressive batting, Power hitting","Running between wickets, Spin leg-break",11
Komar Kertikeya,Bowler (Spin),74,16,74,False,28,Left,Left,Defensive Tailender,Middle Overs,Left-arm Orthodox,"Spin bowling, Death bowling","Spin leg-break, Running between wickets",11
Gornoor Brer,Bowler (Fast),74,16,74,False,26,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Death bowling, Fielding","Swing, Spin off-break",11
Symarjeet Syngh,Bowler (Fast),74,14,74,False,28,Right,Right,Defensive Tailender,New Ball,Right-arm Fast,"Fielding, Death bowling","High pace, Swing",11
Weqar Selamkheil,Bowler (Spin),74,12,74,True,24,Right,Left,Defensive Tailender,Middle Overs,Left-arm Wrist Spin,"Aggressive batting, Spin bowling","Spin leg-break, Spin off-break",11
Umren Melik,Bowler (Fast),74,11,74,False,26,Right,Right,Defensive Tailender,Death Overs,Right-arm Fast,"Fielding, Spin bowling","Swing, Running between wickets",11
Mokesh Chuudhary,Bowler (Fast),74,11,74,False,30,Left,Left,Defensive Tailender,Flexible,Left-arm Fast,"Aggressive batting, Fast bowling","Concentration, Spin off-break",11
Ishent Sherma,Bowler (Fast),74,11,74,False,37,Right,Right,Defensive Tailender,New Ball,Right-arm Fast,"Aggressive batting, Death bowling","Short pitch balls, High pace",11
Arshyn Kolkarni,All-Rounder,73,73,64,False,21,Right,Right,Aggressive Opener,Flexible,Right-arm Medium,"Power hitting, Fielding","Swing, High pace",1
Atherva Teide,Batsman,73,73,18,False,26,Left,Left,Anchor,Part-time,Left-arm Orthodox,"Technique, Fast bowling","Swing, Running between wickets",3
Vyshnu Vynod,Wicketkeeper,73,73,10,False,32,Right,None,Anchor,Part-time,None,"Fielding, Aggressive batting","Concentration, Spin off-break",1
Rubin Mynz,Wicketkeeper,73,73,10,False,24,Left,None,Finisher,Part-time,None,"Fast bowling, Death bowling","Spin off-break, High pace",1
Mendeep Syngh,Batsman,73,73,10,False,34,Right,None,Anchor,Part-time,None,"Technique, Death bowling","Spin leg-break, Concentration",4
Komar Koshagra,Batsman,73,73,10,False,21,Right,None,Middle-over Rotator,Part-time,None,"Death bowling, Fast bowling","High pace, Swing",1
Anoj Rewat,Wicketkeeper,73,73,10,False,26,Left,None,Middle-over Rotator,Part-time,None,"Spin bowling, Fast bowling","Spin leg-break, Spin off-break",1
Soryansh Shidge,Batsman,73,72,42,False,23,Right,Right,Finisher,Part-time,None,"Power hitting, Fast bowling","Spin leg-break, Swing",6
Rej Bewa,All-Rounder,73,70,72,False,23,Left,Right,Lower-order Hitter,Flexible,Right-arm Medium,"Fielding, Fast bowling","High pace, Spin leg-break",7
Rejvardhan Hengargekar,All-Rounder,73,48,73,False,23,Right,Right,Lower-order Hitter,Death Overs,Right-arm Fast,"Power hitting, Fielding","Running between wickets, Short pitch balls",8
Nyshant Syndhu,Bowler (Spin),73,48,70,False,25,Left,Left,Middle-over Rotator,Middle Overs,Left-arm Orthodox,"Fielding, Power hitting","Running between wickets, Concentration",7
Shriyas Gupal,Bowler (Spin),73,42,72,False,32,Right,Right,Defensive Tailender,Middle Overs,Leg-spin,"Death bowling, Spin bowling","Concentration, Spin off-break",11
Yodhvir Syngh,Bowler (Fast),73,38,70,False,28,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Fielding, Death bowling","Running between wickets, Swing",11
Shehbaz Nedeem,Bowler (Spin),73,15,73,False,36,Right,Left,Defensive Tailender,Middle Overs,Left-arm Orthodox,"Fielding, Fast bowling","Spin leg-break, Spin off-break",11
Syddharth Keul,Bowler (Fast),73,14,73,False,36,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Fielding, Spin bowling","High pace, Concentration",11
Morugan Ashwyn,Bowler (Spin),73,14,73,False,35,Right,Right,Defensive Tailender,Middle Overs,Leg-spin,"Fast bowling, Death bowling","Spin leg-break, Concentration",11
Soshant Myshra,Bowler (Fast),73,13,73,False,25,Left,Left,Defensive Tailender,Flexible,Left-arm Fast,"Fast bowling, Death bowling","High pace, Short pitch balls",11
Neman Tywari,Bowler (Fast),73,12,73,False,21,Left,Left,Defensive Tailender,Flexible,Left-arm Fast,"Aggressive batting, Death bowling","Spin off-break, Swing",11
KM Asyf,Bowler (Fast),73,12,73,False,32,Right,Right,Defensive Tailender,Death Overs,Right-arm Fast,"Aggressive batting, Spin bowling","High pace, Concentration",11
Chitan Sekariya,Bowler (Fast),73,12,73,False,28,Left,Left,Defensive Tailender,New Ball,Left-arm Fast,"Technique, Spin bowling","Running between wickets, Concentration",11
Ashuk Sherma,Bowler (Fast),73,11,73,False,23,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Power hitting, Fielding","Concentration, Short pitch balls",11
Yesh Dholl,Batsman,72,72,12,False,23,Right,Right,Anchor,Part-time,Right-arm Offbreak,"Aggressive batting, Technique","Short pitch balls, Running between wickets",3
Sidiqullah Atel,Batsman,72,72,12,True,24,Left,Right,Aggressive Opener,Part-time,Right-arm Offbreak,"Spin bowling, Death bowling","Spin leg-break, Spin off-break",1
Revi Syngh,Batsman,72,72,10,False,22,Right,None,Middle-over Rotator,Part-time,None,"Technique, Fast bowling","High pace, Spin off-break",4
Hymmat Syngh,Batsman,72,72,10,False,29,Right,None,Middle-over Rotator,Part-time,None,"Death bowling, Aggressive batting","High pace, Swing",4
Menan Vuhra,Batsman,72,72,8,False,32,Right,None,Aggressive Opener,Part-time,None,"Spin bowling, Fast bowling","Swing, Short pitch balls",1
Senvir Syngh,All-Rounder,72,70,68,False,29,Right,Right,Lower-order Hitter,Flexible,Right-arm Medium,"Aggressive batting, Fielding","Spin off-break, Concentration",7
Meyank Degar,All-Rounder,72,50,72,False,29,Right,Left,Defensive Tailender,Middle Overs,Left-arm Orthodox,"Death bowling, Technique","Concentration, Spin leg-break",11
Dhewan Ryshi,Bowler (Fast),72,44,68,False,36,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Fielding, Technique","Spin leg-break, Concentration",11
Arjon Tindulkar,Bowler (Fast),72,35,72,False,26,Left,Left,Lower-order Hitter,New Ball,Left-arm Fast,"Death bowling, Fielding","Spin off-break, Swing",10
Zieshan Anseri,Bowler (Spin),72,16,72,False,25,Right,Left,Defensive Tailender,Middle Overs,Left-arm Orthodox,"Fielding, Technique","Swing, High pace",11
Akesh Syngh,Bowler (Fast),72,14,72,False,23,Left,Left,Defensive Tailender,New Ball,Left-arm Fast,"Death bowling, Technique","Concentration, High pace",11
Verun Aeron,Bowler (Fast),72,11,72,False,36,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Fielding, Technique","Short pitch balls, Spin off-break",11
Hernoor Syngh,Batsman,71,71,10,False,23,Left,None,Aggressive Opener,Part-time,None,"Aggressive batting, Death bowling","Swing, Concentration",1
Amen Khen,All-Rounder,71,68,70,False,29,Right,Right,Lower-order Hitter,Flexible,Right-arm Medium,"Death bowling, Aggressive batting","Concentration, High pace",7
Ajey Mendal,Bowler (Spin),71,42,66,False,30,Left,Left,Defensive Tailender,Middle Overs,Left-arm Orthodox,"Fast bowling, Fielding","High pace, Short pitch balls",11
Medhav Tywari,Bowler (Fast),71,22,67,False,23,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Power hitting, Aggressive batting","Concentration, Spin off-break",11
Kertik Tyegi,Bowler (Fast),71,11,71,False,25,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Aggressive batting, Fielding","Swing, Short pitch balls",11
Sehil Perakh,Batsman,70,70,10,False,21,Right,None,Middle-over Rotator,Part-time,None,"Death bowling, Technique","Short pitch balls, Concentration",4
Rubin Utheppa,Batsman,70,70,10,False,41,Right,None,Aggressive Opener,Part-time,None,"Death bowling, Fielding","Spin off-break, Concentration",1
Revichandran Smeran,Batsman,70,70,10,False,22,Left,None,Middle-over Rotator,Part-time,None,"Spin bowling, Power hitting","Short pitch balls, High pace",4
Pyle Avynash,Batsman,70,70,10,False,23,Right,None,Middle-over Rotator,Part-time,None,"Death bowling, Technique","Spin leg-break, Short pitch balls",4
Denish Melewar,Batsman,70,70,10,False,22,Right,None,Middle-over Rotator,Part-time,None,"Technique, Power hitting","Swing, Short pitch balls",4
Amen Reo,Batsman,70,70,10,False,21,Right,None,Middle-over Rotator,Part-time,None,"Fielding, Death bowling","Short pitch balls, Spin off-break",4
Swestik Chykara,Batsman,70,70,8,False,21,Right,None,Aggressive Opener,Part-time,None,"Spin bowling, Fast bowling","Spin off-break, Spin leg-break",1
Serthak Renjan,Batsman,70,64,25,False,29,Right,Right,Anchor,Part-time,None,"Spin bowling, Aggressive batting","High pace, Spin leg-break",3
Menisankar Morasingh,All-Rounder,70,62,70,False,33,Right,Right,Lower-order Hitter,Flexible,Right-arm Medium,"Power hitting, Fast bowling","Swing, Running between wickets",7
Meyank Rewat,Batsman,70,62,40,False,24,Right,Right,Anchor,Part-time,None,"Technique, Fast bowling","High pace, Running between wickets",3
Remakrishna Ghush,Batsman,70,58,25,False,23,Right,Right,Anchor,Part-time,None,"Aggressive batting, Fielding","Concentration, Spin leg-break",3
Vyhaan Melhotra,Batsman,70,58,22,False,22,Right,Right,Anchor,Part-time,None,"Fast bowling, Technique","Running between wickets, Spin leg-break",3
Tenay Thyegarajan,All-Rounder,70,56,70,False,30,Left,Left,Defensive Tailender,Middle Overs,Left-arm Orthodox,"Fielding, Spin bowling","High pace, Spin off-break",11
Shyvang Komar,Batsman,70,56,36,False,23,Right,Right,Anchor,Part-time,None,"Fielding, Technique","Short pitch balls, Spin leg-break",3
Trypurana Vyjay,Batsman,70,55,35,False,23,Right,Right,Anchor,Part-time,None,"Aggressive batting, Death bowling","Short pitch balls, Spin off-break",3
Setvik Diswal,Batsman,70,55,32,False,23,Right,Right,Anchor,Part-time,None,"Technique, Fast bowling","Running between wickets, Spin leg-break",3
Kreins Foletra,Batsman,70,54,35,False,23,Right,Right,Anchor,Part-time,None,"Technique, Fielding","Running between wickets, Concentration",3
Deksh Kemra,Batsman,70,52,35,False,22,Right,Right,Anchor,Part-time,None,"Power hitting, Fielding","High pace, Swing",3
Atherva Ankulekar,Bowler (Spin),70,38,66,False,25,Right,Left,Defensive Tailender,Middle Overs,Left-arm Orthodox,"Death bowling, Technique","Spin leg-break, Running between wickets",11
Vycky Ostwel,Bowler (Spin),70,25,69,False,23,Left,Left,Defensive Tailender,Middle Overs,Left-arm Orthodox,"Power hitting, Death bowling","Swing, High pace",11
Kemlesh Negarkoti,Bowler (Fast),70,24,70,False,26,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Spin bowling, Death bowling","Running between wickets, Spin leg-break",11
Preveen Dobey,Bowler (Spin),70,18,70,False,33,Right,Right,Defensive Tailender,Middle Overs,Leg-spin,"Fielding, Fast bowling","Spin leg-break, Running between wickets",11
Yesh Rej Ponja,Bowler (Fast),70,14,70,False,22,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Spin bowling, Technique","Spin off-break, Concentration",11
Vygnesh Pothur,Bowler (Fast),70,12,70,False,23,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Fast bowling, Aggressive batting","Spin leg-break, Swing",11
Bryjesh Sherma,Bowler (Fast),70,12,70,False,23,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Spin bowling, Fast bowling","Short pitch balls, Concentration",11
Ashweni Komar,Bowler (Fast),70,12,70,False,24,Left,Left,Defensive Tailender,New Ball,Left-arm Fast,"Power hitting, Spin bowling","Concentration, Spin leg-break",11
Amyt Komar,Bowler (Spin),70,12,70,False,23,Right,Right,Defensive Tailender,Middle Overs,Leg-spin,"Aggressive batting, Fast bowling","Concentration, Swing",11
Vyshal Nyshad,Bowler (Spin),70,11,70,False,23,Left,Left,Defensive Tailender,Middle Overs,Left-arm Orthodox,"Fielding, Power hitting","Spin leg-break, Swing",11
Sekib Hossain,Bowler (Fast),70,11,70,False,23,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Power hitting, Death bowling","Spin leg-break, High pace",11
Prythvi Rej,Bowler (Fast),70,11,70,False,28,Left,Left,Defensive Tailender,Flexible,Left-arm Fast,"Death bowling, Aggressive batting","Concentration, Short pitch balls",11
Preshant Sulanki,Bowler (Spin),70,11,70,False,26,Right,Right,Defensive Tailender,Middle Overs,Leg-spin,"Fast bowling, Technique","High pace, Short pitch balls",11
Onker Termale,Bowler (Fast),70,11,70,False,23,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Fast bowling, Death bowling","Concentration, Running between wickets",11
Muhd Izher,Bowler (Fast),70,11,70,False,22,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Fast bowling, Fielding","Spin leg-break, Running between wickets",11
Rej Lymbani,Bowler (Fast),69,18,69,False,21,Right,Right,Defensive Tailender,New Ball,Right-arm Fast,"Technique, Aggressive batting","High pace, Swing",11
Aerya Disai,Batsman,68,68,10,False,23,Left,None,Anchor,Part-time,None,"Fielding, Aggressive batting","Concentration, Short pitch balls",3
Toshar Reheja,Wicketkeeper,68,68,8,False,25,Left,None,Aggressive Opener,Part-time,None,"Spin bowling, Technique","Running between wickets, Spin leg-break",1
Akshet Reghuwanshi,Batsman,68,68,8,False,22,Right,None,Middle-over Rotator,Part-time,None,"Technique, Power hitting","Spin off-break, High pace",4
Utkersh Syngh,All-Rounder,68,66,64,False,27,Left,Right,Middle-over Rotator,Middle Overs,Right-arm Offbreak,"Fast bowling, Fielding","Spin leg-break, High pace",7
Keran Lel,All-Rounder,68,66,62,False,25,Right,Right,Middle-over Rotator,Flexible,Right-arm Offbreak,"Fielding, Fast bowling","Short pitch balls, High pace",7
Chema Mylind,All-Rounder,68,42,68,False,31,Left,Left,Defensive Tailender,New Ball,Left-arm Fast,"Death bowling, Aggressive batting","Short pitch balls, High pace",11
Abhynandan Syngh,Bowler (Fast),68,14,68,False,27,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Fast bowling, Fielding","Concentration, Short pitch balls",11
KC Ceriappa,Bowler (Spin),68,12,68,False,32,Right,Right,Defensive Tailender,Middle Overs,Mystery Spin,"Spin bowling, Death bowling","Running between wickets, Spin off-break",11
Vensh Bidi,Wicketkeeper,67,67,8,False,23,Right,None,Aggressive Opener,Part-time,None,"Death bowling, Spin bowling","Running between wickets, Concentration",1
Selman Nyzar,Batsman,67,67,8,False,28,Left,None,Middle-over Rotator,Part-time,None,"Fielding, Technique","Swing, Concentration",4
Muhit Rethee,Bowler (Spin),67,18,67,False,26,Right,Right,Defensive Tailender,Middle Overs,Leg-spin,"Fielding, Technique","Swing, Short pitch balls",11
Reghu Sherma,Bowler (Spin),67,12,67,False,31,Right,Left,Defensive Tailender,Middle Overs,Left-arm Orthodox,"Technique, Fielding","Swing, Short pitch balls",11
Shyvam Shokla,Bowler (Spin),66,12,66,False,24,Right,Right,Defensive Tailender,Middle Overs,Leg-spin,"Death bowling, Fast bowling","Swing, Spin leg-break",11
Cunnor Estirhuizen,Wicketkeeper,65,65,8,True,24,Right,None,Aggressive Opener,Part-time,None,"Fielding, Fast bowling","Spin leg-break, Running between wickets",1
Tijas Beroka,Bowler (Spin),65,12,65,False,30,Right,Right,Defensive Tailender,Middle Overs,Leg-spin,"Death bowling, Technique","High pace, Short pitch balls",11
Rochit Ahyr,Batsman,64,64,8,False,23,Right,None,Middle-over Rotator,Part-time,None,"Technique, Fast bowling","Running between wickets, Short pitch balls",4
Abhynav Tijrana,Batsman,64,64,8,False,22,Right,None,Middle-over Rotator,Part-time,None,"Aggressive batting, Fielding","Short pitch balls, Running between wickets",4
Syddarth Yedav,All-Rounder,64,63,58,False,24,Left,Right,Middle-over Rotator,Part-time,Right-arm Offbreak,"Technique, Fast bowling","Concentration, Short pitch balls",7
Mecneil Nuronha,All-Rounder,64,62,62,False,25,Right,Right,Middle-over Rotator,Flexible,Right-arm Medium,"Spin bowling, Fast bowling","Swing, Concentration",7
Kenishk Chuuhan,All-Rounder,64,62,62,False,23,Right,Right,Lower-order Hitter,Flexible,Right-arm Medium,"Spin bowling, Death bowling","Running between wickets, Spin off-break",8
Wehidullah Zedran,Bowler (Fast),64,14,64,True,23,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Technique, Spin bowling","Concentration, Swing",11
Muney Griwal,Bowler (Fast),64,12,64,False,23,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Power hitting, Spin bowling","Concentration, Short pitch balls",11
Dhieraj Komar,Batsman,63,63,8,False,23,Right,None,Middle-over Rotator,Part-time,None,"Fielding, Death bowling","High pace, Spin leg-break",4
Deniel Letegan,Batsman,63,63,8,True,23,Right,None,Middle-over Rotator,Part-time,None,"Fast bowling, Aggressive batting","Swing, Concentration",4
Ayosh Vertak,All-Rounder,63,62,58,False,22,Right,Right,Middle-over Rotator,Flexible,Right-arm Medium,"Fielding, Spin bowling","Concentration, Spin off-break",7
RS Ambrysh,All-Rounder,63,60,62,False,24,Right,Right,Lower-order Hitter,Flexible,Right-arm Medium,"Technique, Death bowling","Spin leg-break, Concentration",8
Edin Appli Tum,All-Rounder,63,58,63,False,23,Right,Right,Lower-order Hitter,Flexible,Right-arm Medium,"Power hitting, Fielding","Running between wickets, Concentration",8
Chyntal Gendhi,Bowler (Spin),63,14,63,False,26,Right,Right,Defensive Tailender,Middle Overs,Right-arm Offbreak,"Technique, Power hitting","Short pitch balls, Concentration",11
Irfen Umeir,Bowler (Fast),63,12,63,False,24,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Aggressive batting, Death bowling","Running between wickets, Swing",11
Rytik Teda,All-Rounder,62,60,60,False,23,Right,Right,Lower-order Hitter,Flexible,Right-arm Medium,"Power hitting, Death bowling","Spin leg-break, Concentration",8
Jykku Bryght,Bowler (Fast),62,12,62,False,24,Right,Right,Defensive Tailender,Flexible,Right-arm Fast,"Death bowling, Spin bowling","Running between wickets, Spin leg-break",11
Izez Sewariya,Bowler (Fast),62,12,62,False,24,Left,Left,Defensive Tailender,New Ball,Left-arm Fast,"Death bowling, Aggressive batting","High pace, Concentration",11
