name,role,base_ovr,batting_ovr,bowling_ovr,is_overseas,age,batting_hand,bowling_hand,batting_archetype,bowling_phase,bowling_type,strengths,weaknesses,natural_slot
Ian Harvey,All-Rounder,81,78,76,False,48,Right,Right,Lower-order Hitter,Middle Overs,Right-arm Fast-medium,"Utility,All-round",Consistency,7
Ajay Jadeja,Batsman,81,82,10,False,52,Right,Right,Anchor,Part-time,Right-arm Medium,"Finisher,Fielding",Short-pitch pace,5
Akeal Hosein,Bowler (Spin),80,20,83,False,30,Left,Left,Defensive Tailender,Middle Overs,Left-arm Orthodox,"Economy,Death bowling",Batting,10
Craig Ervine,Batsman,80,81,10,False,38,Left,Right,Anchor,Part-time,None,"Technique,Leadership",Short-pitch pace,3
Ibrahim Zadran,Batsman,80,82,10,False,23,Right,None,Anchor,Part-time,None,"Technique,Consistency",Express pace,2
Hashmatullah Shahidi,Batsman,80,82,10,False,30,Left,None,Anchor,Part-time,None,"Technique,Grit",Express pace,3
Hashan Tillakaratne,Batsman,80,82,10,False,56,Left,Right,Anchor,Part-time,None,"Technique,Defence",Scoring rate,4
Kevin O'Brien,All-Rounder,80,78,72,False,40,Right,Right,Aggressive Opener,Middle Overs,Right-arm Medium,"Six hitting,Experience",Age management,1
Paul Collingwood,All-Rounder,80,78,72,False,48,Right,Right,Anchor,Middle Overs,Right-arm Medium,"Grit,Fielding",Power hitting,5
Liton Das,Wicketkeeper,80,82,10,False,29,Right,None,Aggressive Opener,Part-time,None,"Explosive batting,Glove work",Consistency,2
Shaun Tait,Bowler (Fast),80,12,83,False,40,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast,"Express pace,Bounce",Economy,11
Venkatesh Prasad,Bowler (Fast),80,14,83,False,55,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast-medium,"Line and length,Reverse swing",Batting,11
Jimmy Adams,Batsman,80,82,10,False,57,Left,Right,Anchor,Part-time,None,"WI grit,Technique",Power hitting,4
Wayne Daniel,Bowler (Fast),80,12,83,False,66,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast,"Pace,Bounce",Batting,11
Gudakesh Motie,Bowler (Spin),79,20,82,False,29,Left,Left,Defensive Tailender,Middle Overs,Left-arm Orthodox,"Economy,Consistency",Variations,10
Asanka Gurusinha,Batsman,79,80,10,False,59,Left,Right,Anchor,Part-time,None,"Technique,Consistency",Short-pitch pace,3
Andrew Balbirnie,Batsman,79,81,10,False,32,Right,Right,Anchor,Part-time,None,"Ireland captain,Technique",Express pace,3
Najibullah Zadran,Batsman,79,81,10,False,30,Left,None,Lower-order Hitter,Part-time,None,"Six hitting,Finisher",Consistency,6
Ryan Burl,All-Rounder,79,78,76,False,32,Right,Right,Middle-order Rotator,Middle Overs,Leg-spin,"Leg-spin,Utility",Express pace,7
Dushmantha Chameera,Bowler (Fast),79,14,82,False,31,Right,Right,Defensive Tailender,Death,Right-arm Fast,"Pace,Bounce",Batting,11
Nick Knight,Batsman,79,80,10,False,55,Left,Right,Aggressive Opener,Part-time,None,"Fielding,Opener",Short-pitch pace,1
Chris Lewis,All-Rounder,79,74,78,False,57,Right,Right,Lower-order Hitter,Powerplay,Right-arm Fast,"Pace,All-round",Consistency,8
Sean Williams,All-Rounder,79,78,76,False,36,Left,Left,Middle-order Rotator,Middle Overs,Left-arm Orthodox,"Zimbabwe utility,Left-arm spin",Express pace,5
Neil McKenzie,Batsman,79,80,10,False,47,Right,Right,Anchor,Part-time,None,"Technique,Grit",Short-pitch pace,3
John Reid,All-Rounder,79,78,72,False,84,Right,Right,Anchor,Part-time,Right-arm Fast-medium,"NZ captain,All-round",Bowling pace,5
Tom Moody,All-Rounder,79,76,74,False,58,Right,Right,Lower-order Hitter,Middle Overs,Right-arm Fast-medium,"Height,All-round",Consistency,7
Naveen-ul-Haq,Bowler (Fast),78,18,81,False,25,Right,Right,Defensive Tailender,Death,Right-arm Fast,"Death bowling,Yorkers",Economy,10
Lorcan Tucker,Wicketkeeper,78,80,10,False,28,Right,None,Anchor,Part-time,None,"Grit,Keeping",Power hitting,5
Azmatullah Omarzai,All-Rounder,78,74,76,False,24,Right,Right,Lower-order Hitter,Middle Overs,Right-arm Fast-medium,"Utility,Youth",Experience,7
Dilruwan Perera,Bowler (Spin),78,22,81,False,37,Right,Right,Defensive Tailender,Middle Overs,Right-arm Offbreak,"Economy,Home spin",Away surfaces,10
Kraigg Brathwaite,Batsman,78,80,10,False,31,Right,Right,Anchor,Part-time,Right-arm Offbreak,"Grit,Technique",Scoring rate,1
Asitha Fernando,Bowler (Fast),78,14,81,False,25,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast-medium,"New-ball,Swing",Batting,11
Lahiru Kumara,Bowler (Fast),78,14,81,False,25,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast,"Express pace,Bounce",Fitness,10
Collis King,All-Rounder,78,76,72,False,72,Right,Right,Lower-order Hitter,Middle Overs,Right-arm Medium,"1979 WC hero,Power hitting",Consistency,6
Regis Chakabva,Wicketkeeper,78,79,10,False,36,Right,None,Anchor,Part-time,None,"Grit,Glove work",Power hitting,2
Nantie Hayward,Bowler (Fast),78,12,81,False,48,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast,"Express pace,Bounce",Batting,11
Robin Singh,All-Rounder,78,76,74,False,56,Right,Right,Lower-order Hitter,Middle Overs,Right-arm Medium,"Fielding,Utility",Age management,7
Franklyn Rose,Bowler (Fast),78,12,81,False,50,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast,"Pace,Accuracy",Batting,11
Suranga Lakmal,Bowler (Fast),77,14,80,False,36,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast-medium,"Swing,Experience",Pace,10
Elton Chigumbura,All-Rounder,77,74,74,False,37,Right,Right,Lower-order Hitter,Death,Right-arm Medium,"Experience,Utility",International class,7
Tendai Chatara,Bowler (Fast),77,14,80,False,34,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast,"Pace,Seam movement",Batting,11
Nuwan Pradeep,Bowler (Fast),77,14,80,False,37,Right,Right,Defensive Tailender,Powerplay,Right-arm Fast,"Swing,Experience",Age management,11
Samit Patel,All-Rounder,77,74,76,False,39,Left,Left,Lower-order Hitter,Middle Overs,Left-arm Orthodox,"Economy,All-round",Express pace,9
Gulbadin Naib,All-Rounder,76,72,74,False,31,Right,Right,Lower-order Hitter,Death,Right-arm Fast-medium,"Experience,Utility",International class,5
Harry Tector,Batsman,76,78,10,False,23,Right,Right,Anchor,Part-time,None,"Technique,Youth",Express pace,3
Mark Adair,All-Rounder,76,72,74,False,25,Right,Right,Lower-order Hitter,Powerplay,Right-arm Fast-medium,"All-round,Youth",Experience,8
Scott Edwards,Wicketkeeper,76,78,10,False,27,Right,None,Anchor,Part-time,None,"Leadership,Grit",Power hitting,5
Max O'Dowd,Batsman,76,77,10,False,31,Right,Right,Anchor,Part-time,None,"Technique,Consistency",Express pace,1
Pieter Seelaar,All-Rounder,76,68,76,False,37,Left,Left,Lower-order Hitter,Middle Overs,Left-arm Orthodox,"Netherlands captain,Economy",Express pace,8
David Wiese,All-Rounder,76,74,74,False,38,Right,Right,Lower-order Hitter,Death,Right-arm Fast-medium,"Experience,All-round",Age management,6
Nkrumah Bonner,Batsman,76,78,10,False,35,Right,Right,Anchor,Part-time,None,"Grit,Patience",Power hitting,4
Dermot Reeve,All-Rounder,75,70,72,False,56,Right,Right,Lower-order Hitter,Middle Overs,Right-arm Medium,"Utility,Thinking",Pace,9
Ryan Campbell,Wicketkeeper,75,76,10,False,52,Right,None,Aggressive Opener,Part-time,None,"Opener,Hong Kong",International class,1
Ahmad Raza,All-Rounder,75,68,76,False,36,Right,Right,Lower-order Hitter,Middle Overs,Right-arm Offbreak,"UAE captain,Economy",International class,8
George Dockrell,All-Rounder,74,68,74,False,31,Left,Left,Lower-order Hitter,Middle Overs,Left-arm Orthodox,"Economy,Consistency",Pace,9
Simi Singh,All-Rounder,74,68,74,False,34,Right,Right,Lower-order Hitter,Middle Overs,Right-arm Offbreak,"Economy,Utility",Express pace,9
Vikramjit Singh,Batsman,74,76,10,False,21,Left,Right,Aggressive Opener,Part-time,None,"Youth,Left-hand",Consistency,1
Bas de Leede,All-Rounder,74,72,72,False,24,Right,Right,Lower-order Hitter,Middle Overs,Right-arm Fast-medium,"All-round,Youth",Experience,6
Gerhard Erasmus,Batsman,74,76,10,False,32,Right,Right,Anchor,Part-time,None,"Namibia captain,Consistency",Express pace,3
Ruben Trumpelmann,Bowler (Fast),74,14,77,False,27,Left,Left,Defensive Tailender,Powerplay,Left-arm Fast,"Left-arm angle,Swing",Batting,11
Muhammad Waseem,Batsman,74,76,10,False,27,Right,Right,Aggressive Opener,Part-time,None,"UAE power hitter,Youth",Experience,1
Innocent Kaia,Batsman,72,73,10,False,28,Right,Right,Anchor,Part-time,None,"Youth,Technique",Express pace,2
Vijay Dahiya,Wicketkeeper,72,73,10,False,52,Right,None,Anchor,Part-time,None,"India reserve,Experience",Power hitting,7
Dwayne Leverock,Batsman,70,72,10,False,45,Right,Right,Anchor,Part-time,None,"Experience,Bermuda",International class,3
Shahzad Mawali,Batsman,70,72,10,False,32,Right,Right,Anchor,Part-time,None,"Oman captain,Experience",International class,3
